sex,Race_ethnicity,age_group,Total_cases,Total_deaths,Medcond,Month,Year,date
Male,Black,70 - 79 Years,382,61,Yes,10,2020,10/1/2020
Male,Asian,70 - 79 Years,61,12,Yes,10,2020,10/1/2020
Male,Other/Missing,70 - 79 Years,33311,1778,No,11,2020,11/1/2020
Male,White,70 - 79 Years,43133,4029,No,11,2020,11/1/2020
Male,Black,70 - 79 Years,3092,390,No,11,2020,11/1/2020
Male,Hispanic,70 - 79 Years,3760,449,No,11,2020,11/1/2020
Male,Asian,70 - 79 Years,1102,154,No,11,2020,11/1/2020
Male,White,70 - 79 Years,6795,753,Yes,11,2020,11/1/2020
Male,Other/Missing,70 - 79 Years,1543,171,Yes,11,2020,11/1/2020
Male,Hispanic,70 - 79 Years,424,65,Yes,11,2020,11/1/2020
Male,Black,70 - 79 Years,582,106,Yes,11,2020,11/1/2020
Male,Asian,70 - 79 Years,148,23,Yes,11,2020,11/1/2020
Male,White,70 - 79 Years,53428,4758,No,12,2020,12/1/2020
Male,Other/Missing,70 - 79 Years,52013,3083,No,12,2020,12/1/2020
Male,Black,70 - 79 Years,5084,579,No,12,2020,12/1/2020
Male,Hispanic,70 - 79 Years,4648,514,No,12,2020,12/1/2020
Male,Asian,70 - 79 Years,2320,342,No,12,2020,12/1/2020
Male,White,70 - 79 Years,6071,766,Yes,12,2020,12/1/2020
Male,Black,70 - 79 Years,755,150,Yes,12,2020,12/1/2020
Male,Other/Missing,70 - 79 Years,2064,216,Yes,12,2020,12/1/2020
Male,Hispanic,70 - 79 Years,744,109,Yes,12,2020,12/1/2020
Male,Asian,70 - 79 Years,255,45,Yes,12,2020,12/1/2020
Male,White,70 - 79 Years,40380,2592,No,1,2021,1/1/2021
Male,Other/Missing,70 - 79 Years,39489,1712,No,1,2021,1/1/2021
Male,Hispanic,70 - 79 Years,3999,282,No,1,2021,1/1/2021
Male,Black,70 - 79 Years,4971,390,No,1,2021,1/1/2021
Male,Asian,70 - 79 Years,2170,224,No,1,2021,1/1/2021
Male,White,70 - 79 Years,4428,402,Yes,1,2021,1/1/2021
Male,Other/Missing,70 - 79 Years,1697,122,Yes,1,2021,1/1/2021
Male,Black,70 - 79 Years,723,119,Yes,1,2021,1/1/2021
Male,Hispanic,70 - 79 Years,822,105,Yes,1,2021,1/1/2021
Male,Asian,70 - 79 Years,291,49,Yes,1,2021,1/1/2021
Male,White,70 - 79 Years,8178,243,No,2,2021,2/1/2021
Male,Hispanic,70 - 79 Years,942,21,No,2,2021,2/1/2021
Male,Other/Missing,70 - 79 Years,7445,160,No,2,2021,2/1/2021
Male,Black,70 - 79 Years,1149,37,No,2,2021,2/1/2021
Male,White,70 - 79 Years,1104,57,Yes,2,2021,2/1/2021
Male,Other/Missing,70 - 79 Years,470,17,Yes,2,2021,2/1/2021
Male,Black,70 - 79 Years,179,20,Yes,2,2021,2/1/2021
Male,Hispanic,70 - 79 Years,247,17,Yes,2,2021,2/1/2021
Male,Asian,70 - 79 Years,58,4,Yes,2,2021,2/1/2021
Male,Asian,70 - 79 Years,414,20,No,2,2021,2/1/2021
Missing,Other/Missing,70 - 79 Years,1,0,Yes,3,2020,3/1/2020
Missing,White,70 - 79 Years,1,1,Yes,3,2020,3/1/2020
Missing,Other/Missing,70 - 79 Years,17,1,No,3,2020,3/1/2020
Missing,White,70 - 79 Years,2,0,No,3,2020,3/1/2020
Missing,Black,70 - 79 Years,2,1,No,3,2020,3/1/2020
Missing,White,70 - 79 Years,4,3,No,4,2020,4/1/2020
Missing,Black,70 - 79 Years,3,1,No,4,2020,4/1/2020
Missing,Hispanic,70 - 79 Years,1,0,No,4,2020,4/1/2020
Missing,Other/Missing,70 - 79 Years,25,1,No,4,2020,4/1/2020
Missing,Other/Missing,70 - 79 Years,3,3,Yes,4,2020,4/1/2020
Missing,White,70 - 79 Years,1,0,Yes,4,2020,4/1/2020
Missing,Asian,70 - 79 Years,1,0,Yes,4,2020,4/1/2020
Missing,Other/Missing,70 - 79 Years,3,0,Yes,5,2020,5/1/2020
Missing,Asian,70 - 79 Years,1,1,Yes,5,2020,5/1/2020
Missing,Other/Missing,70 - 79 Years,18,3,No,5,2020,5/1/2020
Missing,White,70 - 79 Years,2,0,No,5,2020,5/1/2020
Missing,Hispanic,70 - 79 Years,1,0,Yes,5,2020,5/1/2020
Missing,White,70 - 79 Years,6,1,Yes,5,2020,5/1/2020
Missing,Black,70 - 79 Years,1,0,No,5,2020,5/1/2020
Missing,Other/Missing,70 - 79 Years,4,0,Yes,6,2020,6/1/2020
Missing,White,70 - 79 Years,4,1,No,6,2020,6/1/2020
Missing,Other/Missing,70 - 79 Years,8,0,No,6,2020,6/1/2020
Missing,Black,70 - 79 Years,1,0,Yes,6,2020,6/1/2020
Missing,Hispanic,70 - 79 Years,1,0,Yes,6,2020,6/1/2020
Missing,White,70 - 79 Years,2,0,Yes,6,2020,6/1/2020
Missing,Asian,70 - 79 Years,1,0,No,6,2020,6/1/2020
Missing,Hispanic,70 - 79 Years,1,0,No,6,2020,6/1/2020
Missing,Asian,70 - 79 Years,1,0,Yes,6,2020,6/1/2020
Missing,White,70 - 79 Years,11,0,No,7,2020,7/1/2020
Missing,White,70 - 79 Years,4,1,Yes,7,2020,7/1/2020
Missing,Other/Missing,70 - 79 Years,4,0,Yes,7,2020,7/1/2020
Missing,Other/Missing,70 - 79 Years,24,1,No,7,2020,7/1/2020
Missing,Black,70 - 79 Years,5,0,No,7,2020,7/1/2020
Missing,Hispanic,70 - 79 Years,2,0,Yes,7,2020,7/1/2020
Missing,Hispanic,70 - 79 Years,2,1,No,7,2020,7/1/2020
Missing,Black,70 - 79 Years,2,1,Yes,7,2020,7/1/2020
Missing,White,70 - 79 Years,11,0,No,8,2020,8/1/2020
Missing,Other/Missing,70 - 79 Years,38,2,No,8,2020,8/1/2020
Missing,White,70 - 79 Years,4,2,Yes,8,2020,8/1/2020
Missing,Other/Missing,70 - 79 Years,2,0,Yes,8,2020,8/1/2020
Missing,Black,70 - 79 Years,2,0,Yes,9,2020,9/1/2020
Missing,Other/Missing,70 - 79 Years,3,0,Yes,9,2020,9/1/2020
Missing,White,70 - 79 Years,11,0,Yes,9,2020,9/1/2020
Missing,White,70 - 79 Years,38,0,No,9,2020,9/1/2020
Missing,Other/Missing,70 - 79 Years,72,2,No,9,2020,9/1/2020
Missing,Black,70 - 79 Years,5,0,No,9,2020,9/1/2020
Missing,Hispanic,70 - 79 Years,2,0,No,9,2020,9/1/2020
Missing,Hispanic,70 - 79 Years,1,0,Yes,9,2020,9/1/2020
Missing,White,70 - 79 Years,49,2,No,10,2020,10/1/2020
Missing,Other/Missing,70 - 79 Years,9,0,Yes,10,2020,10/1/2020
Missing,Black,70 - 79 Years,1,0,Yes,10,2020,10/1/2020
Missing,White,70 - 79 Years,6,0,Yes,10,2020,10/1/2020
Missing,Other/Missing,70 - 79 Years,191,3,No,10,2020,10/1/2020
Missing,Black,70 - 79 Years,6,0,No,10,2020,10/1/2020
Missing,Hispanic,70 - 79 Years,9,0,No,10,2020,10/1/2020
Missing,Asian,70 - 79 Years,1,0,No,10,2020,10/1/2020
Missing,White,70 - 79 Years,95,2,No,11,2020,11/1/2020
Missing,Hispanic,70 - 79 Years,9,2,No,11,2020,11/1/2020
Missing,White,70 - 79 Years,9,0,Yes,11,2020,11/1/2020
Missing,Other/Missing,70 - 79 Years,18,0,Yes,11,2020,11/1/2020
Missing,Other/Missing,70 - 79 Years,320,6,No,11,2020,11/1/2020
Missing,Black,70 - 79 Years,8,1,No,11,2020,11/1/2020
Missing,Asian,70 - 79 Years,2,0,No,11,2020,11/1/2020
Missing,Black,70 - 79 Years,1,0,Yes,11,2020,11/1/2020
Missing,White,70 - 79 Years,134,3,No,12,2020,12/1/2020
Missing,Other/Missing,70 - 79 Years,434,4,No,12,2020,12/1/2020
Missing,White,70 - 79 Years,12,0,Yes,12,2020,12/1/2020
Missing,Other/Missing,70 - 79 Years,8,0,Yes,12,2020,12/1/2020
Missing,Hispanic,70 - 79 Years,8,2,No,12,2020,12/1/2020
Missing,Black,70 - 79 Years,15,1,No,12,2020,12/1/2020
Missing,Asian,70 - 79 Years,4,0,No,12,2020,12/1/2020
Missing,Hispanic,70 - 79 Years,1,0,Yes,12,2020,12/1/2020
Missing,Black,70 - 79 Years,1,0,Yes,12,2020,12/1/2020
Missing,Other/Missing,70 - 79 Years,354,5,No,1,2021,1/1/2021
Missing,Other/Missing,70 - 79 Years,9,1,Yes,1,2021,1/1/2021
Missing,White,70 - 79 Years,3,0,Yes,1,2021,1/1/2021
Missing,White,70 - 79 Years,106,0,No,1,2021,1/1/2021
Missing,Black,70 - 79 Years,11,0,No,1,2021,1/1/2021
Missing,Hispanic,70 - 79 Years,2,0,No,1,2021,1/1/2021
Missing,Black,70 - 79 Years,3,0,Yes,1,2021,1/1/2021
Missing,White,70 - 79 Years,17,1,No,2,2021,2/1/2021
Missing,Other/Missing,70 - 79 Years,68,0,No,2,2021,2/1/2021
Missing,White,70 - 79 Years,2,0,Yes,2,2021,2/1/2021
Missing,Asian,70 - 79 Years,1,0,No,2,2021,2/1/2021
Other,Other/Missing,70 - 79 Years,2,1,No,3,2020,3/1/2020
Other,White,70 - 79 Years,1,0,No,9,2020,9/1/2020
Other,Other/Missing,70 - 79 Years,1,0,Yes,9,2020,9/1/2020
Other,White,70 - 79 Years,3,0,Yes,10,2020,10/1/2020
Other,Other/Missing,70 - 79 Years,1,0,No,11,2020,11/1/2020
Other,Other/Missing,70 - 79 Years,2,0,No,12,2020,12/1/2020
Other,White,70 - 79 Years,2,0,No,12,2020,12/1/2020
Other,White,70 - 79 Years,1,0,No,1,2021,1/1/2021
Other,Other/Missing,70 - 79 Years,1,0,No,1,2021,1/1/2021
Other,White,70 - 79 Years,1,0,Yes,2,2021,2/1/2021
Unknown,Other/Missing,70 - 79 Years,1,0,No,2,2020,2/1/2020
Unknown,White,70 - 79 Years,6,0,Yes,3,2020,3/1/2020
Unknown,Other/Missing,70 - 79 Years,74,3,No,3,2020,3/1/2020
Unknown,Hispanic,70 - 79 Years,1,0,No,3,2020,3/1/2020
Unknown,White,70 - 79 Years,8,0,No,3,2020,3/1/2020
Unknown,Black,70 - 79 Years,5,1,No,3,2020,3/1/2020
Unknown,Other/Missing,70 - 79 Years,6,1,Yes,3,2020,3/1/2020
Unknown,Asian,70 - 79 Years,2,0,No,3,2020,3/1/2020
Unknown,Hispanic,70 - 79 Years,2,1,Yes,3,2020,3/1/2020
Unknown,Black,70 - 79 Years,1,0,Yes,3,2020,3/1/2020
Unknown,Other/Missing,70 - 79 Years,12,1,Yes,4,2020,4/1/2020
Unknown,Asian,70 - 79 Years,2,0,Yes,4,2020,4/1/2020
Unknown,White,70 - 79 Years,5,1,Yes,4,2020,4/1/2020
Unknown,Black,70 - 79 Years,4,2,Yes,4,2020,4/1/2020
Unknown,Other/Missing,70 - 79 Years,299,7,No,4,2020,4/1/2020
Unknown,Black,70 - 79 Years,25,0,No,4,2020,4/1/2020
Unknown,Hispanic,70 - 79 Years,12,2,No,4,2020,4/1/2020
Unknown,White,70 - 79 Years,34,2,No,4,2020,4/1/2020
Unknown,Asian,70 - 79 Years,1,0,No,4,2020,4/1/2020
Unknown,Hispanic,70 - 79 Years,1,0,Yes,4,2020,4/1/2020
Unknown,Other/Missing,70 - 79 Years,268,4,No,5,2020,5/1/2020
Unknown,White,70 - 79 Years,10,0,Yes,5,2020,5/1/2020
Unknown,Other/Missing,70 - 79 Years,8,0,Yes,5,2020,5/1/2020
Unknown,White,70 - 79 Years,41,3,No,5,2020,5/1/2020
Unknown,Black,70 - 79 Years,14,1,No,5,2020,5/1/2020
Unknown,Hispanic,70 - 79 Years,11,0,No,5,2020,5/1/2020
Unknown,Asian,70 - 79 Years,3,0,No,5,2020,5/1/2020
Unknown,Hispanic,70 - 79 Years,4,1,Yes,5,2020,5/1/2020
Unknown,Black,70 - 79 Years,2,0,Yes,5,2020,5/1/2020
Unknown,Hispanic,70 - 79 Years,12,0,No,6,2020,6/1/2020
Unknown,Other/Missing,70 - 79 Years,2,0,Yes,6,2020,6/1/2020
Unknown,Black,70 - 79 Years,1,1,Yes,6,2020,6/1/2020
Unknown,Other/Missing,70 - 79 Years,180,3,No,6,2020,6/1/2020
Unknown,Black,70 - 79 Years,11,0,No,6,2020,6/1/2020
Unknown,White,70 - 79 Years,32,3,No,6,2020,6/1/2020
Unknown,White,70 - 79 Years,9,1,Yes,6,2020,6/1/2020
Unknown,Hispanic,70 - 79 Years,3,1,Yes,6,2020,6/1/2020
Unknown,Asian,70 - 79 Years,1,0,No,6,2020,6/1/2020
Unknown,White,70 - 79 Years,71,4,No,7,2020,7/1/2020
Unknown,Other/Missing,70 - 79 Years,15,1,Yes,7,2020,7/1/2020
Unknown,Black,70 - 79 Years,1,0,Yes,7,2020,7/1/2020
Unknown,White,70 - 79 Years,10,1,Yes,7,2020,7/1/2020
Unknown,Other/Missing,70 - 79 Years,514,9,No,7,2020,7/1/2020
Unknown,Black,70 - 79 Years,39,0,No,7,2020,7/1/2020
Unknown,Hispanic,70 - 79 Years,8,0,No,7,2020,7/1/2020
Unknown,Asian,70 - 79 Years,8,0,No,7,2020,7/1/2020
Unknown,Hispanic,70 - 79 Years,3,0,Yes,7,2020,7/1/2020
Unknown,Black,70 - 79 Years,3,0,Yes,8,2020,8/1/2020
Unknown,White,70 - 79 Years,10,1,Yes,8,2020,8/1/2020
Unknown,Other/Missing,70 - 79 Years,2,0,Yes,8,2020,8/1/2020
Unknown,Hispanic,70 - 79 Years,12,0,No,8,2020,8/1/2020
Unknown,White,70 - 79 Years,95,5,No,8,2020,8/1/2020
Unknown,Other/Missing,70 - 79 Years,283,6,No,8,2020,8/1/2020
Unknown,Black,70 - 79 Years,27,3,No,8,2020,8/1/2020
Unknown,Asian,70 - 79 Years,4,0,No,8,2020,8/1/2020
Unknown,Hispanic,70 - 79 Years,2,0,Yes,8,2020,8/1/2020
Unknown,Other/Missing,70 - 79 Years,2,0,Yes,9,2020,9/1/2020
Unknown,White,70 - 79 Years,13,3,Yes,9,2020,9/1/2020
Unknown,Black,70 - 79 Years,22,1,No,9,2020,9/1/2020
Unknown,Other/Missing,70 - 79 Years,238,7,No,9,2020,9/1/2020
Unknown,White,70 - 79 Years,58,4,No,9,2020,9/1/2020
Unknown,Hispanic,70 - 79 Years,8,0,No,9,2020,9/1/2020
Unknown,Black,70 - 79 Years,1,0,Yes,9,2020,9/1/2020
Unknown,Asian,70 - 79 Years,1,0,Yes,9,2020,9/1/2020
Unknown,White,70 - 79 Years,107,5,No,10,2020,10/1/2020
Unknown,Other/Missing,70 - 79 Years,306,3,No,10,2020,10/1/2020
Unknown,Other/Missing,70 - 79 Years,5,0,Yes,10,2020,10/1/2020
Unknown,Black,70 - 79 Years,1,0,Yes,10,2020,10/1/2020
Unknown,White,70 - 79 Years,10,0,Yes,10,2020,10/1/2020
Unknown,Hispanic,70 - 79 Years,12,0,No,10,2020,10/1/2020
Unknown,Black,70 - 79 Years,16,2,No,10,2020,10/1/2020
Unknown,Asian,70 - 79 Years,1,0,No,10,2020,10/1/2020
Unknown,White,70 - 79 Years,175,5,No,11,2020,11/1/2020
Unknown,Other/Missing,70 - 79 Years,789,11,No,11,2020,11/1/2020
Unknown,Asian,70 - 79 Years,5,0,No,11,2020,11/1/2020
Unknown,White,70 - 79 Years,22,2,Yes,11,2020,11/1/2020
Unknown,Hispanic,70 - 79 Years,2,0,Yes,11,2020,11/1/2020
Unknown,Other/Missing,70 - 79 Years,15,1,Yes,11,2020,11/1/2020
Unknown,Black,70 - 79 Years,21,2,No,11,2020,11/1/2020
Unknown,Hispanic,70 - 79 Years,13,1,No,11,2020,11/1/2020
Unknown,Black,70 - 79 Years,1,0,Yes,11,2020,11/1/2020
Unknown,White,70 - 79 Years,18,0,Yes,12,2020,12/1/2020
Unknown,Asian,70 - 79 Years,3,0,Yes,12,2020,12/1/2020
Unknown,Other/Missing,70 - 79 Years,22,0,Yes,12,2020,12/1/2020
Unknown,Hispanic,70 - 79 Years,7,0,Yes,12,2020,12/1/2020
Unknown,Hispanic,70 - 79 Years,17,0,No,12,2020,12/1/2020
Unknown,White,70 - 79 Years,347,23,No,12,2020,12/1/2020
Unknown,Other/Missing,70 - 79 Years,1666,26,No,12,2020,12/1/2020
Unknown,Black,70 - 79 Years,61,0,No,12,2020,12/1/2020
Unknown,Asian,70 - 79 Years,56,3,No,12,2020,12/1/2020
Unknown,Black,70 - 79 Years,2,1,Yes,12,2020,12/1/2020
Unknown,White,70 - 79 Years,233,3,No,1,2021,1/1/2021
Unknown,White,70 - 79 Years,12,1,Yes,1,2021,1/1/2021
Unknown,Hispanic,70 - 79 Years,12,0,Yes,1,2021,1/1/2021
Unknown,Other/Missing,70 - 79 Years,41,0,Yes,1,2021,1/1/2021
Unknown,Asian,70 - 79 Years,4,0,Yes,1,2021,1/1/2021
Unknown,Other/Missing,70 - 79 Years,1436,21,No,1,2021,1/1/2021
Unknown,Hispanic,70 - 79 Years,19,0,No,1,2021,1/1/2021
Unknown,Black,70 - 79 Years,44,2,No,1,2021,1/1/2021
Unknown,Asian,70 - 79 Years,40,1,No,1,2021,1/1/2021
Unknown,Black,70 - 79 Years,4,1,Yes,1,2021,1/1/2021
Unknown,Other/Missing,70 - 79 Years,11,1,Yes,2,2021,2/1/2021
Unknown,Other/Missing,70 - 79 Years,310,2,No,2,2021,2/1/2021
Unknown,Hispanic,70 - 79 Years,8,0,No,2,2021,2/1/2021
Unknown,White,70 - 79 Years,45,0,No,2,2021,2/1/2021
Unknown,Black,70 - 79 Years,9,0,No,2,2021,2/1/2021
Unknown,White,70 - 79 Years,3,0,Yes,2,2021,2/1/2021
Unknown,Hispanic,70 - 79 Years,6,1,Yes,2,2021,2/1/2021
Unknown,Asian,70 - 79 Years,1,0,Yes,2,2021,2/1/2021
Unknown,Asian,70 - 79 Years,1,0,No,2,2021,2/1/2021
Unknown,Black,70 - 79 Years,2,0,Yes,2,2021,2/1/2021
Female,White,80+ Years,11,2,Yes,1,2020,1/1/2020
Female,White,80+ Years,41,6,No,1,2020,1/1/2020
Female,Black,80+ Years,4,0,No,1,2020,1/1/2020
Female,Other/Missing,80+ Years,28,5,No,1,2020,1/1/2020
Female,Hispanic,80+ Years,4,0,No,1,2020,1/1/2020
Female,Hispanic,80+ Years,2,0,Yes,1,2020,1/1/2020
Female,Other/Missing,80+ Years,2,1,Yes,1,2020,1/1/2020
Female,Black,80+ Years,1,1,Yes,1,2020,1/1/2020
Female,Asian,80+ Years,1,1,No,1,2020,1/1/2020
Female,White,80+ Years,38,9,No,2,2020,2/1/2020
Female,White,80+ Years,39,26,Yes,2,2020,2/1/2020
Female,Other/Missing,80+ Years,17,4,Yes,2,2020,2/1/2020
Female,Hispanic,80+ Years,8,5,Yes,2,2020,2/1/2020
Female,Asian,80+ Years,1,0,Yes,2,2020,2/1/2020
Female,Black,80+ Years,14,10,Yes,2,2020,2/1/2020
Female,Other/Missing,80+ Years,57,15,No,2,2020,2/1/2020
Female,Black,80+ Years,6,0,No,2,2020,2/1/2020
Female,Hispanic,80+ Years,4,0,No,2,2020,2/1/2020
Female,Asian,80+ Years,5,3,No,2,2020,2/1/2020
Female,White,80+ Years,2645,936,No,3,2020,3/1/2020
Female,Other/Missing,80+ Years,2913,484,No,3,2020,3/1/2020
Female,Black,80+ Years,689,198,No,3,2020,3/1/2020
Female,White,80+ Years,2154,1289,Yes,3,2020,3/1/2020
Female,Other/Missing,80+ Years,1059,319,Yes,3,2020,3/1/2020
Female,Asian,80+ Years,128,92,Yes,3,2020,3/1/2020
Female,Hispanic,80+ Years,527,319,Yes,3,2020,3/1/2020
Female,Black,80+ Years,861,495,Yes,3,2020,3/1/2020
Female,Asian,80+ Years,162,82,No,3,2020,3/1/2020
Female,Hispanic,80+ Years,412,132,No,3,2020,3/1/2020
Female,White,80+ Years,15141,5969,No,4,2020,4/1/2020
Female,Other/Missing,80+ Years,17696,4177,No,4,2020,4/1/2020
Female,Black,80+ Years,2666,984,No,4,2020,4/1/2020
Female,Hispanic,80+ Years,1685,608,No,4,2020,4/1/2020
Female,Asian,80+ Years,807,395,No,4,2020,4/1/2020
Female,White,80+ Years,8117,4666,Yes,4,2020,4/1/2020
Female,Asian,80+ Years,388,286,Yes,4,2020,4/1/2020
Female,Other/Missing,80+ Years,2706,906,Yes,4,2020,4/1/2020
Female,Black,80+ Years,1876,1102,Yes,4,2020,4/1/2020
Female,Hispanic,80+ Years,1222,680,Yes,4,2020,4/1/2020
Female,White,80+ Years,9061,2521,No,5,2020,5/1/2020
Female,Other/Missing,80+ Years,12987,1406,No,5,2020,5/1/2020
Female,Hispanic,80+ Years,1073,253,No,5,2020,5/1/2020
Female,Black,80+ Years,1675,403,No,5,2020,5/1/2020
Female,White,80+ Years,4352,1839,Yes,5,2020,5/1/2020
Female,Other/Missing,80+ Years,1223,304,Yes,5,2020,5/1/2020
Female,Hispanic,80+ Years,349,118,Yes,5,2020,5/1/2020
Female,Black,80+ Years,690,249,Yes,5,2020,5/1/2020
Female,Asian,80+ Years,128,56,Yes,5,2020,5/1/2020
Female,Asian,80+ Years,481,178,No,5,2020,5/1/2020
Female,White,80+ Years,6845,1402,No,6,2020,6/1/2020
Female,Black,80+ Years,1183,238,No,6,2020,6/1/2020
Female,Hispanic,80+ Years,1071,272,No,6,2020,6/1/2020
Female,Other/Missing,80+ Years,8541,832,No,6,2020,6/1/2020
Female,Asian,80+ Years,270,99,No,6,2020,6/1/2020
Female,White,80+ Years,1896,495,Yes,6,2020,6/1/2020
Female,Black,80+ Years,321,92,Yes,6,2020,6/1/2020
Female,Other/Missing,80+ Years,480,77,Yes,6,2020,6/1/2020
Female,Hispanic,80+ Years,232,34,Yes,6,2020,6/1/2020
Female,Asian,80+ Years,45,12,Yes,6,2020,6/1/2020
Female,White,80+ Years,10280,2563,No,7,2020,7/1/2020
Female,Other/Missing,80+ Years,8926,1102,No,7,2020,7/1/2020
Female,Black,80+ Years,2036,471,No,7,2020,7/1/2020
Female,Hispanic,80+ Years,1447,438,No,7,2020,7/1/2020
Female,Asian,80+ Years,376,118,No,7,2020,7/1/2020
Female,White,80+ Years,2384,577,Yes,7,2020,7/1/2020
Female,Hispanic,80+ Years,195,40,Yes,7,2020,7/1/2020
Female,Asian,80+ Years,41,9,Yes,7,2020,7/1/2020
Female,Black,80+ Years,455,116,Yes,7,2020,7/1/2020
Female,Other/Missing,80+ Years,570,98,Yes,7,2020,7/1/2020
Female,Other/Missing,80+ Years,7786,893,No,8,2020,8/1/2020
Female,White,80+ Years,8875,2107,No,8,2020,8/1/2020
Female,Black,80+ Years,1515,329,No,8,2020,8/1/2020
Female,Hispanic,80+ Years,1329,283,No,8,2020,8/1/2020
Female,Asian,80+ Years,347,129,No,8,2020,8/1/2020
Female,White,80+ Years,2230,533,Yes,8,2020,8/1/2020
Female,Other/Missing,80+ Years,587,105,Yes,8,2020,8/1/2020
Female,Black,80+ Years,305,75,Yes,8,2020,8/1/2020
Female,Asian,80+ Years,40,11,Yes,8,2020,8/1/2020
Female,Hispanic,80+ Years,141,30,Yes,8,2020,8/1/2020
Female,White,80+ Years,9955,1685,No,9,2020,9/1/2020
Female,Black,80+ Years,1135,203,No,9,2020,9/1/2020
Female,Other/Missing,80+ Years,8168,797,No,9,2020,9/1/2020
Female,Asian,80+ Years,231,58,No,9,2020,9/1/2020
Female,Hispanic,80+ Years,1004,128,No,9,2020,9/1/2020
Female,White,80+ Years,2452,514,Yes,9,2020,9/1/2020
Female,Other/Missing,80+ Years,506,75,Yes,9,2020,9/1/2020
Female,Asian,80+ Years,37,11,Yes,9,2020,9/1/2020
Female,Black,80+ Years,276,79,Yes,9,2020,9/1/2020
Female,Hispanic,80+ Years,105,16,Yes,9,2020,9/1/2020
Female,Other/Missing,80+ Years,13395,1392,No,10,2020,10/1/2020
Female,White,80+ Years,18086,3291,No,10,2020,10/1/2020
Female,Black,80+ Years,1499,256,No,10,2020,10/1/2020
Female,Hispanic,80+ Years,1697,169,No,10,2020,10/1/2020
Female,Asian,80+ Years,329,71,No,10,2020,10/1/2020
Female,White,80+ Years,4137,866,Yes,10,2020,10/1/2020
Female,Black,80+ Years,316,70,Yes,10,2020,10/1/2020
Female,Other/Missing,80+ Years,779,119,Yes,10,2020,10/1/2020
Female,Hispanic,80+ Years,170,27,Yes,10,2020,10/1/2020
Female,Asian,80+ Years,40,13,Yes,10,2020,10/1/2020
Female,White,80+ Years,35522,7083,No,11,2020,11/1/2020
Female,Other/Missing,80+ Years,29285,3315,No,11,2020,11/1/2020
Female,Hispanic,80+ Years,2056,373,No,11,2020,11/1/2020
Female,Black,80+ Years,2423,481,No,11,2020,11/1/2020
Female,Asian,80+ Years,809,240,No,11,2020,11/1/2020
Female,White,80+ Years,6349,1418,Yes,11,2020,11/1/2020
Female,Other/Missing,80+ Years,1320,233,Yes,11,2020,11/1/2020
Female,Black,80+ Years,444,116,Yes,11,2020,11/1/2020
Female,Hispanic,80+ Years,258,57,Yes,11,2020,11/1/2020
Female,Asian,80+ Years,96,33,Yes,11,2020,11/1/2020
Female,White,80+ Years,48570,8600,No,12,2020,12/1/2020
Female,Other/Missing,80+ Years,47239,4931,No,12,2020,12/1/2020
Female,Black,80+ Years,4081,690,No,12,2020,12/1/2020
Female,Hispanic,80+ Years,2900,423,No,12,2020,12/1/2020
Female,Asian,80+ Years,1976,628,No,12,2020,12/1/2020
Female,White,80+ Years,5925,1239,Yes,12,2020,12/1/2020
Female,Hispanic,80+ Years,528,97,Yes,12,2020,12/1/2020
Female,Other/Missing,80+ Years,1702,314,Yes,12,2020,12/1/2020
Female,Black,80+ Years,712,165,Yes,12,2020,12/1/2020
Female,Asian,80+ Years,178,56,Yes,12,2020,12/1/2020
Female,White,80+ Years,33353,3855,No,1,2021,1/1/2021
Female,Other/Missing,80+ Years,32915,2161,No,1,2021,1/1/2021
Female,Black,80+ Years,3887,415,No,1,2021,1/1/2021
Female,Asian,80+ Years,1620,326,No,1,2021,1/1/2021
Female,Hispanic,80+ Years,2598,235,No,1,2021,1/1/2021
Female,Asian,80+ Years,187,38,Yes,1,2021,1/1/2021
Female,White,80+ Years,3289,593,Yes,1,2021,1/1/2021
Female,Other/Missing,80+ Years,1322,152,Yes,1,2021,1/1/2021
Female,Hispanic,80+ Years,633,98,Yes,1,2021,1/1/2021
Female,Black,80+ Years,649,143,Yes,1,2021,1/1/2021
Female,Hispanic,80+ Years,680,35,No,2,2021,2/1/2021
Female,Black,80+ Years,844,30,No,2,2021,2/1/2021
Female,Other/Missing,80+ Years,6117,179,No,2,2021,2/1/2021
Female,White,80+ Years,6452,360,No,2,2021,2/1/2021
Female,White,80+ Years,630,69,Yes,2,2021,2/1/2021
Female,Other/Missing,80+ Years,285,23,Yes,2,2021,2/1/2021
Female,Black,80+ Years,129,23,Yes,2,2021,2/1/2021
Female,Hispanic,80+ Years,153,11,Yes,2,2021,2/1/2021
Female,Asian,80+ Years,56,8,Yes,2,2021,2/1/2021
Female,Asian,80+ Years,323,27,No,2,2021,2/1/2021
Male,Black,80+ Years,1,0,Yes,1,2020,1/1/2020
Male,White,80+ Years,23,5,No,1,2020,1/1/2020
Male,Other/Missing,80+ Years,19,3,No,1,2020,1/1/2020
Male,Hispanic,80+ Years,3,1,No,1,2020,1/1/2020
Male,White,80+ Years,1,0,Yes,1,2020,1/1/2020
Male,Black,80+ Years,2,0,No,1,2020,1/1/2020
Male,Asian,80+ Years,1,0,No,1,2020,1/1/2020
Male,Black,80+ Years,9,5,Yes,2,2020,2/1/2020
Male,White,80+ Years,38,22,Yes,2,2020,2/1/2020
